TEAM_ID,TEAM_NAME,SEASON,pct_2ND_CHANCE,pct_FB,pct_PAINT
1610612737,Atlanta Hawks,2016,0.10387762362148702,0.14348393217123206,0.4216767461164473
1610612738,Boston Celtics,2016,0.1354250778636521,0.1542277079247895,0.43419079478601913
1610612751,Brooklyn Nets,2016,0.1279515391272098,0.11633081963159847,0.4680430213870689
1610612766,Charlotte Hornets,2016,0.11050831465974761,0.10708810001179385,0.36325038329991743
1610612741,Chicago Bulls,2016,0.13365326934613078,0.1002999400119976,0.40335932813437314
1610612739,Cleveland Cavaliers,2016,0.12647574517825833,0.11350087668030391,0.3929865575686733
1610612742,Dallas Mavericks,2016,0.10395803528850739,0.10968049594659036,0.3714830710538865
1610612743,Denver Nuggets,2016,0.13070017953321364,0.13919808497905445,0.4500299222022741
1610612765,Detroit Pistons,2016,0.14639397201291712,0.10859944982657577,0.42650400669776345
1610612744,Golden State Warriors,2016,0.1065704277677529,0.1820401231291795,0.3884937904681032
1610612745,Houston Rockets,2016,0.13002174659494106,0.16950898477738355,0.4292091106787227
1610612754,Indiana Pacers,2016,0.12582069953443953,0.13071505312164258,0.39990450041781067
1610612746,LA Clippers,2016,0.10141206675224647,0.12300151709651068,0.3606021706150076
1610612747,Los Angeles Lakers,2016,0.13304936106239038,0.12490603858682034,0.3918817339012779
1610612763,Memphis Grizzlies,2016,0.12983017474772335,0.12687669209943392,0.44400689145951266
1610612748,Miami Heat,2016,0.12701121404193078,0.11116528522671867,0.4641638225255973
1610612749,Milwaukee Bucks,2016,0.12238364934745137,0.13949766067471067,0.5104654026101946
1610612750,Minnesota Timberwolves,2016,0.12717313646106215,0.1326506311026435,0.4305787092164801
1610612740,New Orleans Pelicans,2016,0.1120740828683367,0.1210969963196011,0.4034192093078476
1610612752,New York Knicks,2016,0.13353998760074395,0.08580285182889026,0.36354618722876625
1610612760,Oklahoma City Thunder,2016,0.1437264881610976,0.15711440584200045,0.4326178358043815
1610612753,Orlando Magic,2016,0.12379017803799737,0.12056398613932369,0.427052216513323
1610612755,Philadelphia 76ers,2016,0.11980470706059089,0.12506259389083627,0.44341512268402605
1610612756,Phoenix Suns,2016,0.13904001934469834,0.14302986337806795,0.41059122234312656
1610612757,Portland Trail Blazers,2016,0.13407562050568314,0.10171653908605892,0.37160751565762007
1610612758,Sacramento Kings,2016,0.12162471395881007,0.16189931350114417,0.4645308924485126
1610612759,San Antonio Spurs,2016,0.11425206124852769,0.1,0.42073027090694937
1610612761,Toronto Raptors,2016,0.11992400854903823,0.1073379244834956,0.4101163619092852
1610612762,Utah Jazz,2016,0.1379525593008739,0.09488139825218476,0.4274656679151061
1610612764,Washington Wizards,2016,0.1018279821888915,0.1784626201078041,0.407311928755566
1610612737,Atlanta Hawks,2017,0.1306300981203452,0.11750797966662727,0.4142333609173661
1610612738,Boston Celtics,2017,0.1034210229197245,0.11471152760528396,0.3868126905272666
1610612751,Brooklyn Nets,2017,0.1089588377723971,0.13236481033091202,0.43399054537069065
1610612766,Charlotte Hornets,2017,0.11254505290082549,0.08975700499941867,0.38018835019183816
1610612741,Chicago Bulls,2017,0.14724362774155306,0.13408417308832246,0.4206283343212804
1610612739,Cleveland Cavaliers,2017,0.10433244916003537,0.11671087533156499,0.357869142351901
1610612742,Dallas Mavericks,2017,0.10038610038610038,0.07946195042969237,0.33478639930252835
1610612743,Denver Nuggets,2017,0.1349197685842157,0.12684204781137431,0.4460211767274315
1610612765,Detroit Pistons,2017,0.13515465158262124,0.11830545191960525,0.42580334576964735
1610612744,Golden State Warriors,2017,0.10849205514048195,0.19478059560138902,0.4023992423445228
1610612745,Houston Rockets,2017,0.12359906957073377,0.14485091985620638,0.40494819200676674
1610612754,Indiana Pacers,2017,0.10849385008122535,0.10129960547690879,0.39846832211650035
1610612746,LA Clippers,2017,0.10436539108966446,0.12804399057344854,0.3674110649758725
1610612747,Los Angeles Lakers,2017,0.12932944606413993,0.14530612244897959,0.45644314868804664
1610612763,Memphis Grizzlies,2017,0.12987012987012986,0.10146862483311081,0.40271877655055227
1610612748,Miami Heat,2017,0.13156028368794326,0.10803782505910166,0.4375886524822695
1610612749,Milwaukee Bucks,2017,0.10697893374132046,0.13298811345180653,0.46934212074849946
1610612750,Minnesota Timberwolves,2017,0.13988679681182858,0.1212891301836664,0.43248238419775903
1610612740,New Orleans Pelicans,2017,0.10320243104254324,0.1442262739597943,0.4228611500701262
1610612752,New York Knicks,2017,0.14317438055165965,0.10437120149602618,0.3870967741935484
